,Instrument,Date,TR.UpstreamScope3PurchasedGoodsAndServices
6016,CCH.L,2020,2429693.0
6017,CCH.L,2021,2663842.0
6018,CCH.L,2022,2994620.0
6019,CCH.L,2023,3073674.0
6020,CCH.L,2024,3553492.0
6023,WSP.TO,2018,366914.0
6024,WSP.TO,2019,323132.0
6025,WSP.TO,2020,265799.0
6026,WSP.TO,2021,246065.0
6027,WSP.TO,2022,223989.0
6028,WSP.TO,2023,313075.0
6029,WSP.TO,2024,299431.0
6034,TSCO.OQ,2020,2526830.0
6035,TSCO.OQ,2021,7845000.0
6036,TSCO.OQ,2022,7262000.0
6037,TSCO.OQ,2023,7682000.0
6038,TSCO.OQ,2024,7286000.0
6041,3407.T,2018,4540000.0
6042,3407.T,2019,4740000.0
6043,3407.T,2020,4430000.0
6044,3407.T,2021,4620000.0
6045,3407.T,2022,4720000.0
6046,3407.T,2023,4780000.0
6047,3407.T,2024,4120954.0
6051,4911.T,2019,644000.0
6052,4911.T,2020,528000.0
6053,4911.T,2021,953000.0
6054,4911.T,2022,931000.0
6055,4911.T,2023,509000.0
6056,4911.T,2024,474000.0
6061,CHMF.MM,2020,3470000.0
6062,CHMF.MM,2021,4680000.0
6064,CHMF.MM,2023,7730000.0
6068,METSO.HE,2018,655732.0
6069,METSO.HE,2019,668000.0
6070,METSO.HE,2020,458000.0
6071,METSO.HE,2021,845000.0
6072,METSO.HE,2022,987000.0
6073,METSO.HE,2023,821000.0
6074,METSO.HE,2024,746000.0
6081,EG.N,2022,33355.1
6082,EG.N,2023,59580.1
6083,EG.N,2024,71606.6
6089,000880.KS,2021,1636199.0
6090,000880.KS,2022,1742980.0
6091,000880.KS,2023,2930666.0
6100,PCT.NZ,2023,7.0
6101,PCT.NZ,2024,4166.0
6106,MDM.PA,2020,260000.0
6107,MDM.PA,2021,273213.0
6108,MDM.PA,2022,244064.0
6109,MDM.PA,2023,225726.0
6110,MDM.PA,2024,355306.8
6118,MRVI.OQ,2023,8002.12
6119,MRVI.OQ,2024,56213.13
6126,NOVOb.CO,2022,1473000.0
6127,NOVOb.CO,2023,1018000.0
6128,NOVOb.CO,2024,1215000.0
6133,AFEJ.J,2020,224652.0
6136,AFEJ.J,2023,415210.0
6137,AFEJ.J,2024,384952.0
6140,NKE.N,2018,8461805.0
6141,NKE.N,2019,8802177.0
6142,NKE.N,2020,9543476.0
6143,NKE.N,2021,9679222.0
6144,NKE.N,2022,8476358.0
6145,NKE.N,2023,8093308.0
6146,NKE.N,2024,6952112.0
6149,SCHA.OL,2018,13456.0
6150,SCHA.OL,2019,13348.0
6151,SCHA.OL,2020,10887.0
6152,SCHA.OL,2021,11162.0
6153,SCHA.OL,2022,10426.0
6154,SCHA.OL,2023,7921.0
6155,SCHA.OL,2024,12355.0
6162,AKAM.OQ,2022,107200.0
6163,AKAM.OQ,2023,56300.0
6164,AKAM.OQ,2024,41100.0
6165,000210.KS,2016,224614.0
6166,000210.KS,2017,192602.0
6167,000210.KS,2018,154957.0
6168,000210.KS,2019,150182.0
6169,000210.KS,2020,2000376.0
6170,000210.KS,2021,2135528.0
6171,000210.KS,2022,2801507.0
6172,000210.KS,2023,3519867.0
6173,000210.KS,2024,2719133.0
6178,MAVI.IS,2020,161594.03
6179,MAVI.IS,2021,121414.81
6180,MAVI.IS,2022,159777.68
6181,MAVI.IS,2023,217982.39
6182,MAVI.IS,2024,223998.48
6188,RAIL3.SA,2021,11767.05
6189,RAIL3.SA,2022,6582.39
6190,RAIL3.SA,2023,42787.66
6191,RAIL3.SA,2024,58430.78
6197,GPRE.OQ,2021,1751000.0
6198,GPRE.OQ,2022,2128000.0
6199,GPRE.OQ,2023,1954000.0
6207,DOCM.S,2022,3428.0
6208,DOCM.S,2023,3063.0
6209,DOCM.S,2024,2920.0
6215,161390.KS,2021,2586742.0
6216,161390.KS,2022,2594189.0
6217,161390.KS,2023,2581936.0
6218,161390.KS,2024,2717292.0
6226,KC.OQ,2023,81695.21
6227,KC.OQ,2024,41482.0
6232,DNL.AX,2020,3151000.0
6233,DNL.AX,2021,3390000.0
6234,DNL.AX,2022,2759000.0
6235,DNL.AX,2023,2916159.0
6236,DNL.AX,2024,3447582.0
6244,CACI.N,2023,195634.6
6252,ONT.L,2022,49014.0
6253,ONT.L,2023,36477.0
6254,ONT.L,2024,36836.0
6262,1083.HK,2023,1561238.0
6263,1083.HK,2024,1454000.0
6270,ROVI.MC,2022,5426.42
6271,ROVI.MC,2023,5554.16
6272,ROVI.MC,2024,5186.28
6279,INTRUM.ST,2022,3040.0
6280,INTRUM.ST,2023,1642.0
6281,INTRUM.ST,2024,788.0
6285,9501.T,2019,14000.0
6286,9501.T,2020,1342000.0
6287,9501.T,2021,1236000.0
6288,9501.T,2022,1670000.0
6289,9501.T,2023,2688000.0
6290,9501.T,2024,3895000.0
6294,PCG.N,2019,1000000.0
6295,PCG.N,2020,2753723.0
6296,PCG.N,2021,2753723.0
6297,PCG.N,2022,2753723.0
6298,PCG.N,2023,3240358.0
6299,PCG.N,2024,1915852.0
6304,PFI.NZ,2020,111.3
6305,PFI.NZ,2021,117.4
6306,PFI.NZ,2022,284.3
6307,PFI.NZ,2023,1244.2
6308,PFI.NZ,2024,506.1
6313,BXB.AX,2020,107572.0
6314,BXB.AX,2021,97374.0
6315,BXB.AX,2022,111313.0
6316,BXB.AX,2023,97871.0
6317,BXB.AX,2024,101146.0
6323,GTT.PA,2021,2841239.0
6324,GTT.PA,2022,1835264.0
6325,GTT.PA,2023,2171558.0
6326,GTT.PA,2024,3455381.61
6334,SGEF.PA,2023,13725000.0
6335,SGEF.PA,2024,16142000.0
6342,8056.T,2022,251490.0
6343,8056.T,2023,229242.0
6344,8056.T,2024,287512.0
6352,2006.TW,2023,1043900.0
6353,2006.TW,2024,1170611.0
6357,BHW.WA,2019,107.0
6358,BHW.WA,2020,74.0
6359,BHW.WA,2021,162.0
6360,BHW.WA,2022,124.0
6361,BHW.WA,2023,48.0
6366,SINCH.ST,2019,34794.0
6367,SINCH.ST,2020,57355.0
6368,SINCH.ST,2021,118924.0
6369,SINCH.ST,2022,144555.0
6370,SINCH.ST,2023,167881.0
6371,SINCH.ST,2024,155226.0
6375,TEPRF.PA,2019,136040.0
6376,TEPRF.PA,2020,143186.0
6377,TEPRF.PA,2021,121377.0
6378,TEPRF.PA,2022,110164.0
6379,TEPRF.PA,2023,270983.0
6380,TEPRF.PA,2024,280032.0
6386,TCELL.IS,2021,12659.91
6387,TCELL.IS,2022,75055.67
6388,TCELL.IS,2023,18330.4
6389,TCELL.IS,2024,71407.99
6396,PGEO.JK,2022,368.56
6398,PGEO.JK,2024,180.33
6404,2057.HK,2021,48017.0
6405,2057.HK,2022,50969.0
6406,2057.HK,2023,56688.0
6407,2057.HK,2024,72953.0
6415,FLOW.AS,2023,1138.0
6416,FLOW.AS,2024,1227.0
6422,6592.T,2021,734374.0
6423,6592.T,2022,933752.0
6424,6592.T,2023,560686.0
6425,6592.T,2024,563991.0
6433,REAL.OQ,2023,16977.0
6441,0200.HK,2022,81164.0
6442,0200.HK,2023,167148.0
6443,0200.HK,2024,223089.0
6449,GRANG.ST,2021,4062000.0
6450,GRANG.ST,2022,3820000.0
6451,GRANG.ST,2023,3530000.0
6452,GRANG.ST,2024,3377000.0
6457,DLR.N,2020,1185128.0
6458,DLR.N,2021,155634.0
6459,DLR.N,2022,206184.0
6460,DLR.N,2023,591510.0
6461,DLR.N,2024,716498.0
6468,CCOLA.IS,2022,1850818.0
6469,CCOLA.IS,2023,1787656.0
6470,CCOLA.IS,2024,2450980.16
6476,TE.PA,2021,1357983.0
6477,TE.PA,2022,1589940.0
6478,TE.PA,2023,1395823.0
6479,TE.PA,2024,1526150.0
6486,SALM.OL,2022,729815.0
6487,SALM.OL,2023,771933.0
6488,SALM.OL,2024,587733.0
6497,LW.N,2024,374365.0
6504,SJM.N,2022,6833727.0
6505,SJM.N,2023,6100917.0
6506,SJM.N,2024,4455372.0
6514,AOFG.DE,2023,1001.0
6518,PXT.TO,2018,42.37
6519,PXT.TO,2019,14.25
6520,PXT.TO,2020,3.13
6521,PXT.TO,2021,82.67
6522,PXT.TO,2022,268.75
6523,PXT.TO,2023,111.31
6524,PXT.TO,2024,89.04
6531,6472.T,2022,1690000.0
6532,6472.T,2023,2011395.0
6533,6472.T,2024,2189792.0
6540,VU.PA,2022,101724.0
6541,VU.PA,2023,134946.0
6542,VU.PA,2024,166559.0
6547,002790.KS,2020,250413.0
6548,002790.KS,2021,262258.0
6549,002790.KS,2022,184793.0
6550,002790.KS,2023,188800.0
6551,002790.KS,2024,175014.0
6556,RBBN.OQ,2020,841.0
6557,RBBN.OQ,2021,1136.0
6558,RBBN.OQ,2022,1652.0
6559,RBBN.OQ,2023,1344.0
6560,RBBN.OQ,2024,1596.0
6562,TRUJ.J,2017,1151.37
6563,TRUJ.J,2018,748.94
6564,TRUJ.J,2019,3062.77
6565,TRUJ.J,2020,2867.66
6566,TRUJ.J,2021,2231.16
6567,TRUJ.J,2022,2164.88
6568,TRUJ.J,2023,2282.02
6569,TRUJ.J,2024,2276.98
6574,A1OS.DE,2020,2.5
6575,A1OS.DE,2021,9.0
6576,A1OS.DE,2022,204.0
6577,A1OS.DE,2023,196.0
6578,A1OS.DE,2024,980.0
6584,MTC.BK,2021,787.15
6585,MTC.BK,2022,1069.29
6586,MTC.BK,2023,986.7
6587,MTC.BK,2024,1072.08
6595,AYGAZ.IS,2023,1339346.68
6596,AYGAZ.IS,2024,1205097.73
6602,DH.OQ,2021,130.0
6603,DH.OQ,2022,140.0
6604,DH.OQ,2023,66.0
6605,DH.OQ,2024,46.0
6610,SEBa.ST,2020,1160.0
6611,SEBa.ST,2021,882.0
6612,SEBa.ST,2022,790.0
6613,SEBa.ST,2023,678.0
6614,SEBa.ST,2024,479.0
6620,TYL.N,2021,222.0
6621,TYL.N,2022,76673.0
6622,TYL.N,2023,32874.0
6623,TYL.N,2024,32215.0
6627,INGP.WA,2019,217.0
6628,INGP.WA,2020,160.0
6629,INGP.WA,2021,131.0
6630,INGP.WA,2022,87.0
6631,INGP.WA,2023,55.0
6632,INGP.WA,2024,49.0
6639,KIBK.KW,2022,2.89
6640,KIBK.KW,2023,1.17
6641,KIBK.KW,2024,0.06
6649,TTRAK.IS,2023,833317.1
6650,TTRAK.IS,2024,815255.0
6656,BTO.TO,2021,207000.0
6657,BTO.TO,2022,296000.0
6658,BTO.TO,2023,275000.0
6663,UMI.BR,2019,6816941.0
6665,UMI.BR,2021,4815266.0
6666,UMI.BR,2022,7245242.0
6667,UMI.BR,2023,5988009.0
6668,UMI.BR,2024,5339902.0
6676,CLIG.L,2023,533.27
6677,CLIG.L,2024,428.59
6682,4091.T,2020,883000.0
6683,4091.T,2021,883000.0
6684,4091.T,2022,897000.0
6685,4091.T,2023,911000.0
6686,4091.T,2024,916795.0
6693,XPER.N,2022,1094.0
6694,XPER.N,2023,1193.0
6700,HCLT.NS,2020,55229.0
6701,HCLT.NS,2021,84054.0
6702,HCLT.NS,2022,81451.29
6703,HCLT.NS,2023,4875.0
6704,HCLT.NS,2024,5949.0
6708,MRCO.NS,2019,380562.0
6709,MRCO.NS,2020,376047.0
6710,MRCO.NS,2021,404658.464
6711,MRCO.NS,2022,440697.0
6712,MRCO.NS,2023,410168.0
6713,MRCO.NS,2024,427797.0
6722,VHP.NZ,2024,1581.27
6725,NCCb.ST,2018,135000.0
6726,NCCb.ST,2019,106000.0
6727,NCCb.ST,2020,174000.0
6728,NCCb.ST,2021,144000.0
6729,NCCb.ST,2022,149000.0
6730,NCCb.ST,2023,156000.0
6731,NCCb.ST,2024,144000.0
6739,002129.SZ,2023,16818252.92626
6740,002129.SZ,2024,13737096.43
6742,SNBN.S,2017,1729.80723
6743,SNBN.S,2018,1689.42262
6744,SNBN.S,2019,1709.61492
6745,SNBN.S,2020,1669.23031
6746,SNBN.S,2021,1672.59585
6747,SNBN.S,2022,1689.42262
6748,SNBN.S,2023,1669.23054
6749,SNBN.S,2024,1663.0772
6754,SATS.SI,2020,535040.0
6757,SATS.SI,2023,604062.591
6758,SATS.SI,2024,694397.0
6766,300763.SZ,2023,1636813.5
6775,FLUGb.CO,2023,50392.0
6776,FLUGb.CO,2024,49882.0
6780,8133.T,2019,4252000.0
6781,8133.T,2020,3976000.0
6782,8133.T,2021,3400000.0
6783,8133.T,2022,3282000.0
6784,8133.T,2023,3487000.0
6785,8133.T,2024,3273000.0
6791,SFOR.L,2021,6680.0
6792,SFOR.L,2022,15852.0
6793,SFOR.L,2023,13987.0
6794,SFOR.L,2024,10918.0
6800,POLHO.IS,2021,328066.0
6801,POLHO.IS,2022,246216.0
6802,POLHO.IS,2023,229378.0
6803,POLHO.IS,2024,156693.0
6810,006400.KS,2022,789059.0
6811,006400.KS,2023,1029887.0
6818,ORNBV.HE,2021,168510.0
6819,ORNBV.HE,2022,170280.0
6820,ORNBV.HE,2023,301060.0
6821,ORNBV.HE,2024,277588.0
6828,LATOb.ST,2022,316.0
6829,LATOb.ST,2023,431.0
6830,LATOb.ST,2024,774068.0
6833,AKZO.AS,2018,6500000.0
6834,AKZO.AS,2019,6300000.0
6835,AKZO.AS,2020,5900000.0
6836,AKZO.AS,2021,6800000.0
6837,AKZO.AS,2022,6200000.0
6838,AKZO.AS,2023,6100000.0
6839,AKZO.AS,2024,5988301.0
6844,TFFP.PA,2020,213364.0
6845,TFFP.PA,2021,142891.0
6846,TFFP.PA,2022,133244.0
6847,TFFP.PA,2023,103744.0
6848,TFFP.PA,2024,101903.0
6856,3291.T,2023,2126222.0
6857,3291.T,2024,2326303.0
6863,GENG.L,2021,335282.0
6864,GENG.L,2022,372279.0
6865,GENG.L,2023,245734.0
6866,GENG.L,2024,230264.0
6874,000150.KS,2023,70660.0
6875,000150.KS,2024,124887.0
6879,KBANK.BK,2019,588.44
6880,KBANK.BK,2020,534.56
6881,KBANK.BK,2021,403.14
6882,KBANK.BK,2022,370.15
6883,KBANK.BK,2023,447.26
6884,KBANK.BK,2024,466.07
6888,RSG.AX,2019,664355.0
6889,RSG.AX,2020,762066.0
6890,RSG.AX,2021,545936.0
6891,RSG.AX,2022,597728.0
6892,RSG.AX,2023,166723.0
6893,RSG.AX,2024,127865.0
6900,FOUR.L,2022,631206.0
6901,FOUR.L,2023,274665.0
6902,FOUR.L,2024,280431.0
6908,2229.T,2021,178548.0
6909,2229.T,2022,172878.0
6910,2229.T,2023,286721.0
6911,2229.T,2024,342485.0
6916,AZEK.N,2020,459750.0
6917,AZEK.N,2021,483446.0
6918,AZEK.N,2022,503880.0
6919,AZEK.N,2023,498537.0
6921,CMI.N,2016,3164000.0
6922,CMI.N,2017,3728000.0
6923,CMI.N,2018,4269000.0
6924,CMI.N,2019,4392000.0
6925,CMI.N,2020,3826000.0
6926,CMI.N,2021,4325000.0
6927,CMI.N,2022,5236076.0
6928,CMI.N,2023,5464000.0
6929,CMI.N,2024,5341000.0
6932,055550.KS,2018,17864.2
6933,055550.KS,2019,17070.2
6934,055550.KS,2020,3200.0
6935,055550.KS,2021,1439.0
6936,055550.KS,2022,1428.9
6937,055550.KS,2023,1338.0
6945,FTNT.OQ,2022,103356.0
6946,FTNT.OQ,2023,94208.0
6947,FTNT.OQ,2024,110259.0
6952,EQB.TO,2020,4371.0
6953,EQB.TO,2021,4882.0
6954,EQB.TO,2022,5937.0
6955,EQB.TO,2023,12258.0
6956,EQB.TO,2024,14366.0
6964,4812.T,2023,6381.0
6965,4812.T,2024,10361.0
6972,MOZN.S,2022,89721.0
6973,MOZN.S,2023,87547.0
6974,MOZN.S,2024,72603.0
6980,PBI.N,2021,131107.0
6981,PBI.N,2022,108907.0
6982,PBI.N,2023,112272.0
6986,MFI.TO,2018,2335108.0
6990,MFI.TO,2022,1199250.0
6991,MFI.TO,2023,2044994.0
6992,MFI.TO,2024,1982177.0
6999,4661.T,2022,146134.0
7000,4661.T,2023,455551.0
7001,4661.T,2024,564312.0
7007,1801.T,2021,1347000.0
7008,1801.T,2022,1529000.0
7009,1801.T,2023,2105000.0
7010,1801.T,2024,1655000.0
7018,VZN.S,2023,921.0
7019,VZN.S,2024,1068.0
7023,TCSG.MM,2019,40058.0
7024,TCSG.MM,2020,36502.0
7025,TCSG.MM,2021,26308.0
7026,TCSG.MM,2022,67967.0
7034,SRG.MI,2021,109812.0
7035,SRG.MI,2022,102728.0
7036,SRG.MI,2023,124311.0
7037,SRG.MI,2024,90477.0
7043,AKENR.IS,2021,0.11
7044,AKENR.IS,2022,0.1
7045,AKENR.IS,2023,0.11
7046,AKENR.IS,2024,31.0
7054,KD.N,2023,548511.0
7055,KD.N,2024,505259.0
7062,6770.TW,2022,67098.0
7063,6770.TW,2023,57194.0
7064,6770.TW,2024,76152.0
7070,OTIS.N,2021,5651180.0
7071,OTIS.N,2022,5080406.0
7072,OTIS.N,2023,4863464.0
7073,OTIS.N,2024,4335925.0
7080,MEG.N,2022,14561.0
7081,MEG.N,2023,16207.0
7082,MEG.N,2024,15631.0
7087,7282.T,2020,2229000.0
7088,7282.T,2021,818000.0
7089,7282.T,2022,1381000.0
7090,7282.T,2023,2093000.0
7097,DEBS.L,2021,383414.0
7098,DEBS.L,2022,499883.0
7099,DEBS.L,2023,437348.0
7100,DEBS.L,2024,331687.0
7108,JSWE.NS,2023,15521.47
7109,JSWE.NS,2024,12895.32
7117,BBGI.BK,2023,303989.0
7118,BBGI.BK,2024,389138.0
7125,ORON.S,2022,600191.0
7126,ORON.S,2023,604456.0
7127,ORON.S,2024,613370.0
7134,LILA.OQ,2022,46592.0
7135,LILA.OQ,2023,37646.0
7136,LILA.OQ,2024,42011.0
7140,CHP_u.TO,2019,46000.0
7141,CHP_u.TO,2020,23200.0
7142,CHP_u.TO,2021,27600.0
7143,CHP_u.TO,2022,12800.0
7144,CHP_u.TO,2023,33000.0
7145,CHP_u.TO,2024,14030.0
7153,HFD.L,2023,455681.5
7154,HFD.L,2024,473505.6
7160,BLPU.L,2021,20877.0
7161,BLPU.L,2022,18234.0
7162,BLPU.L,2023,24281.0
7163,BLPU.L,2024,58320.0
7169,A3M.MC,2021,73077.4
7170,A3M.MC,2022,87272.5
7171,A3M.MC,2023,88470.38
7172,A3M.MC,2024,92246.86
7177,4208.T,2020,2180000.0
7178,4208.T,2021,2040000.0
7179,4208.T,2022,3080000.0
7180,4208.T,2023,2490000.0
7181,4208.T,2024,2460000.0
7188,YIT.HE,2022,325200.0
7189,YIT.HE,2023,214700.0
7190,YIT.HE,2024,285700.0
7195,BKT.MC,2020,3164.4
7196,BKT.MC,2021,4552.77
7197,BKT.MC,2022,4104.53
7198,BKT.MC,2023,4360.9
7199,BKT.MC,2024,4935.4
7206,GFII.PA,2022,372255.0
7207,GFII.PA,2023,431319.0
7208,GFII.PA,2024,408433.0
7212,AAL.OQ,2019,2640000.0
7213,AAL.OQ,2020,1905000.0
7214,AAL.OQ,2021,2031000.0
7215,AAL.OQ,2022,1856000.0
7216,AAL.OQ,2023,2033000.0
7224,BITI.PA,2022,237.0
7225,BITI.PA,2023,203.0
7226,BITI.PA,2024,187.0
7231,ENX.PA,2020,27700.0
7232,ENX.PA,2021,33675.0
7233,ENX.PA,2022,28090.0
7234,ENX.PA,2023,37549.0
7235,ENX.PA,2024,36854.0
7240,FER.MC,2020,1249800.0
7241,FER.MC,2021,1144190.0
7242,FER.MC,2022,867951.0
7243,FER.MC,2023,733465.0
7244,FER.MC,2024,920787.0
7249,NPAPER.ST,2020,36000.0
7250,NPAPER.ST,2021,37000.0
7251,NPAPER.ST,2022,43000.0
7252,NPAPER.ST,2023,46401.0
7258,MAHM.NS,2020,4372542.0
7259,MAHM.NS,2021,3743364.0
7260,MAHM.NS,2022,4502298.0
7261,MAHM.NS,2023,8002325.0
7262,MAHM.NS,2024,9329815.0
7269,ATG.L,2022,978.16
7270,ATG.L,2023,1102.4
7271,ATG.L,2024,1143.3
7276,ELV.N,2020,806400.0
7277,ELV.N,2021,838100.0
7278,ELV.N,2022,4676825.0
7279,ELV.N,2023,2643518.0
7280,ELV.N,2024,2407181.0
7286,8253.T,2021,81712.0
7287,8253.T,2022,65355.0
7288,8253.T,2023,85128.0
7289,8253.T,2024,98567.0
7296,COLR.BR,2022,5504874.0
7297,COLR.BR,2023,5499518.0
7298,COLR.BR,2024,5042512.0
7302,CHILE.SN,2019,4917.0
7303,CHILE.SN,2020,4791.0
7304,CHILE.SN,2021,4535.0
7305,CHILE.SN,2022,368.0
7306,CHILE.SN,2023,3215.0
7307,CHILE.SN,2024,2498.0
7314,2395.TW,2022,218511.6269
7315,2395.TW,2023,234964.735
7316,2395.TW,2024,218120.4187
7322,KELG.KL,2021,5190.0
7323,KELG.KL,2022,32148.0
7324,KELG.KL,2023,23241.0
7325,KELG.KL,2024,92477.91
7332,ETEA.NS,2022,5667.34
7333,ETEA.NS,2023,9323.28
7334,ETEA.NS,2024,15598.48
7337,6841.T,2018,185424.0
7338,6841.T,2019,192606.0
7339,6841.T,2020,204683.0
7340,6841.T,2021,197858.0
7341,6841.T,2022,225275.0
7342,6841.T,2023,272104.0
7343,6841.T,2024,274575.0
7349,ADIB.CA,2021,88.6
7350,ADIB.CA,2022,245.0
7351,ADIB.CA,2023,170.0
7352,ADIB.CA,2024,213.0
7360,GPW.WA,2023,3263.69
7368,8954.T,2022,4338.0
7369,8954.T,2023,4392.0
7374,GILG.DE,2019,340361.0
7375,GILG.DE,2020,201406.0
7376,GILG.DE,2021,353464.0
7377,GILG.DE,2022,404241.0
7378,GILG.DE,2023,347780.0
7386,NXPI.OQ,2022,3429662.0
7387,NXPI.OQ,2023,3291179.0
7388,NXPI.OQ,2024,3054065.0
7393,HUN.N,2020,6019763.0
7394,HUN.N,2021,6446820.0
7395,HUN.N,2022,5547878.0
7396,HUN.N,2023,4640493.0
7402,4088.T,2020,493000.0
7403,4088.T,2021,463000.0
7404,4088.T,2022,1431000.0
7405,4088.T,2023,1178000.0
7406,4088.T,2024,1164000.0
7411,MYPK3.SA,2020,1007349.0
7412,MYPK3.SA,2021,2130607.8
7413,MYPK3.SA,2022,3420168.4
7414,MYPK3.SA,2023,3570274.4
7415,MYPK3.SA,2024,3710687.0
7418,4544.T,2018,112020.0
7419,4544.T,2019,113338.0
7420,4544.T,2020,121808.0
7421,4544.T,2021,143017.0
7422,4544.T,2022,190790.0
7423,4544.T,2023,189570.0
7429,F.N,2020,45137148.0
7430,F.N,2021,45932680.0
7431,F.N,2022,40523517.0
7432,F.N,2023,43766000.0
7433,F.N,2024,43167000.0
7438,WIHL.ST,2020,15685.0
7439,WIHL.ST,2021,8292.0
7440,WIHL.ST,2022,5785.0
7441,WIHL.ST,2023,5027.0
7442,WIHL.ST,2024,9404.0
7449,EDV.TO,2022,194123.0
7450,EDV.TO,2023,217311.0
7451,EDV.TO,2024,304369.0
7457,SCTS.L,2021,212577.0
7458,SCTS.L,2022,301148.07
7459,SCTS.L,2023,291567.88
7460,SCTS.L,2024,278563.05
7468,EBKG.DE,2023,5390000.0
7469,EBKG.DE,2024,3470.0
7475,8069.TWO,2021,3162.5
7476,8069.TWO,2022,76051.2
7477,8069.TWO,2023,37342.3
7478,8069.TWO,2024,47062.5
7485,2610.TW,2022,1237802.468
7486,2610.TW,2023,20445.8906
7487,2610.TW,2024,22183.3868
7494,ELE.MC,2022,2111.0
7495,ELE.MC,2023,1990.0
7496,ELE.MC,2024,9046.0
7500,1860.T,2019,1680036.0
7501,1860.T,2020,1571238.0
7502,1860.T,2021,1411709.0
7503,1860.T,2022,1445404.0
7504,1860.T,2023,1529006.0
7505,1860.T,2024,1323369.0
7512,ALFA.ST,2022,508636.0
7513,ALFA.ST,2023,605623.0
7514,ALFA.ST,2024,1365310.0
7521,RADL3.SA,2022,478187.7
7522,RADL3.SA,2023,488897.6571
7527,BAMI.MI,2019,2556.0
7528,BAMI.MI,2020,1986.3
7529,BAMI.MI,2021,1806.7
7530,BAMI.MI,2022,1648.1
7531,BAMI.MI,2023,1532.9
7532,BAMI.MI,2024,2088.0
7538,ARJOb.ST,2021,180599.0
7539,ARJOb.ST,2022,171415.0
7540,ARJOb.ST,2023,143504.0
7541,ARJOb.ST,2024,169123.0
7547,MFT.NZ,2021,68127.0
7548,MFT.NZ,2022,68951.94
7549,MFT.NZ,2023,62681.3
7550,MFT.NZ,2024,79141.0
7553,5110.T,2018,1830819.0
7554,5110.T,2019,1325000.0
7555,5110.T,2020,1671000.0
7556,5110.T,2021,5801000.0
7557,5110.T,2022,5073000.0
7558,5110.T,2023,4643000.0
7559,5110.T,2024,4454962.0
7566,TGAJ.J,2022,5000.0
7567,TGAJ.J,2023,30000.0
7568,TGAJ.J,2024,22000.0
7573,REA.AX,2020,339.6
7574,REA.AX,2021,778.9
7575,REA.AX,2022,499.03
7576,REA.AX,2023,1794.0
7577,REA.AX,2024,28096.3
7580,UPM.HE,2018,2175000.0
7581,UPM.HE,2019,2100000.0
7582,UPM.HE,2020,2670000.0
7583,UPM.HE,2021,2810000.0
7584,UPM.HE,2022,2180000.0
7585,UPM.HE,2023,3070000.0
7586,UPM.HE,2024,2970000.0
7592,GETP.PA,2021,40300.0
7593,GETP.PA,2022,43815.0
7594,GETP.PA,2023,47844.0
7595,GETP.PA,2024,51333.0
7600,STLD.OQ,2020,3265604.0
7601,STLD.OQ,2021,3214200.0
7602,STLD.OQ,2022,4099238.0
7603,STLD.OQ,2023,4583859.0
7611,CAPI.KL,2022,2767.65
7612,CAPI.KL,2023,1591.8
7613,CAPI.KL,2024,1838.0
7620,JUBA.NS,2022,238400.0
7621,JUBA.NS,2023,306050.0
7622,JUBA.NS,2024,257960.0
7630,7167.T,2023,6267.0
7631,7167.T,2024,8147.0
7638,HNSA.ST,2022,5215.6
7639,HNSA.ST,2023,5970.0
7640,HNSA.ST,2024,4860.0
7648,NOG.N,2023,3228.0
7649,NOG.N,2024,1342.0
7657,TTG.L,2023,158998.0
7658,TTG.L,2024,187394.0
7664,9831.T,2021,4911000.0
7665,9831.T,2022,4332000.0
7666,9831.T,2023,4199000.0
7667,9831.T,2024,4219000.0
7674,TOM2.AS,2022,13126.0
7675,TOM2.AS,2023,15803.0
7676,TOM2.AS,2024,14149.0
7680,INLJ.J,2019,380.0
7682,INLJ.J,2021,38.0
7683,INLJ.J,2022,36.0
7684,INLJ.J,2023,60.0
7685,INLJ.J,2024,30.0
7692,CHG.L,2022,55.0
7693,CHG.L,2023,42.0
7694,CHG.L,2024,30.0
7699,GNW.N,2020,4069.52
7700,GNW.N,2021,28609.0
7701,GNW.N,2022,30269.0
7702,GNW.N,2023,24361.0
7710,TKIM.JK,2022,348758.0
7711,TKIM.JK,2023,676819.0
7712,TKIM.JK,2024,366369.0
7719,3288.T,2022,1218215.0
7720,3288.T,2023,1371269.0
7721,3288.T,2024,638797.0
7728,HUMAN.ST,2022,22263.0
7729,HUMAN.ST,2023,19080.0
7730,HUMAN.ST,2024,22903.0
7738,TAVHL.IS,2023,183851.32
7742,HASI.N,2018,30.0
7743,HASI.N,2019,37.0
7744,HASI.N,2020,7.0
7745,HASI.N,2021,12.0
7746,HASI.N,2022,17.0
7747,HASI.N,2023,28.0
7748,HASI.N,2024,33.0
7754,PTNL.AS,2021,58684.0
7756,PTNL.AS,2023,50502.0
7757,PTNL.AS,2024,47948.0
7764,NUHCM.IS,2022,558024.0
7765,NUHCM.IS,2023,245004.0
7766,NUHCM.IS,2024,40016.6
7772,GMEXICOB.MX,2021,1686000.0
7773,GMEXICOB.MX,2022,3145000.0
7774,GMEXICOB.MX,2023,2374000.0
7775,GMEXICOB.MX,2024,2235000.0
7782,CERT.OQ,2022,5395.85
7783,CERT.OQ,2023,5511.54
7784,CERT.OQ,2024,3737.95
