,Instrument,Date,TR.UpstreamScope3PurchasedGoodsAndServices
13254,FWRD.OQ,2022,29106.0
13255,FWRD.OQ,2023,46830.0
13263,PATH.N,2022,676.95
13264,PATH.N,2023,33935.0
13265,PATH.N,2024,37994.0
13269,6703.T,2019,641000.0
13270,6703.T,2020,619000.0
13271,6703.T,2021,650000.0
13272,6703.T,2022,735000.0
13273,6703.T,2023,737000.0
13274,6703.T,2024,765000.0
13281,HBR.L,2022,344732.0
13282,HBR.L,2023,202270.0
13283,HBR.L,2024,283154.0
13290,MWDP.PA,2022,2349365.0
13291,MWDP.PA,2023,901933.0
13292,MWDP.PA,2024,995288.0
13295,PSON.L,2018,287578.0
13296,PSON.L,2019,291410.0
13297,PSON.L,2020,224937.0
13298,PSON.L,2021,277822.0
13299,PSON.L,2022,233000.0
13300,PSON.L,2023,201450.0
13301,PSON.L,2024,159602.0
13309,CDA.AX,2023,4345.07
13316,HOCM.L,2021,23.0
13317,HOCM.L,2022,8.0
13318,HOCM.L,2023,10.0
13324,7013.T,2020,4930000.0
13325,7013.T,2021,4075000.0
13326,7013.T,2022,4197000.0
13327,7013.T,2023,4665000.0
13328,7013.T,2024,5130000.0
13336,NOBLE.BK,2023,3.074
13343,VERB.VI,2021,110000.0
13344,VERB.VI,2022,83000.0
13345,VERB.VI,2023,84736.0
13346,VERB.VI,2024,80198.0
13349,BIOGb.ST,2018,656.0
13350,BIOGb.ST,2019,1340.0
13351,BIOGb.ST,2020,1284.0
13352,BIOGb.ST,2021,1475.0
13353,BIOGb.ST,2022,1700.0
13354,BIOGb.ST,2023,1594.0
13355,BIOGb.ST,2024,1664.0
13358,9143.T,2018,723759.0
13359,9143.T,2019,777716.0
13360,9143.T,2020,965070.0
13361,9143.T,2021,1369502.0
13362,9143.T,2022,1509159.0
13363,9143.T,2023,269939.0
13364,9143.T,2024,296771.0
13369,267250.KS,2020,4697574.0
13370,267250.KS,2021,4769943.0
13371,267250.KS,2022,5969250.0
13372,267250.KS,2023,6256839.0
13377,6669.TW,2019,4.04
13378,6669.TW,2020,14.95
13379,6669.TW,2021,1848446.65
13380,6669.TW,2022,1408286.77
13381,6669.TW,2023,972236.09
13382,6669.TW,2024,2252496.23
13386,FIS.N,2019,434329.88
13387,FIS.N,2020,479204.48
13388,FIS.N,2021,403694.0
13389,FIS.N,2022,463747.0
13390,FIS.N,2023,278114.0
13391,FIS.N,2024,208369.0
13399,CBD.DU,2023,540.0
13408,HLCL.L,2023,3465.0
13409,HLCL.L,2024,3523.39
13417,5021.T,2023,10306000.0
13418,5021.T,2024,13534000.0
13426,BRAV.ST,2023,313291.0
13427,BRAV.ST,2024,297008.0
13434,2531.T,2022,625373.0
13435,2531.T,2023,605552.0
13436,2531.T,2024,587638.0
13442,TXGN.S,2021,332.0
13443,TXGN.S,2022,61027.0
13444,TXGN.S,2023,57033.0
13445,TXGN.S,2024,49728.0
13449,316140.KS,2019,1196.0
13450,316140.KS,2020,1248.8
13451,316140.KS,2021,1216.2
13452,316140.KS,2022,1156.6
13453,316140.KS,2023,1153.3
13454,316140.KS,2024,1120.0
13459,4021.T,2020,466431.0
13460,4021.T,2021,468166.0
13461,4021.T,2022,520941.0
13462,4021.T,2023,596887.0
13463,4021.T,2024,626322.0
13467,ICAG.L,2019,689.0
13468,ICAG.L,2020,525.0
13469,ICAG.L,2021,229.0
13470,ICAG.L,2022,268.0
13471,ICAG.L,2023,3000000.0
13472,ICAG.L,2024,3030000.0
13480,LKQ.OQ,2023,2419694.0
13481,LKQ.OQ,2024,1579174.0
13488,OGN.N,2022,954000.0
13489,OGN.N,2023,815000.0
13490,OGN.N,2024,688000.0
13496,DFY.TO,2021,17864.0
13497,DFY.TO,2022,19750.0
13498,DFY.TO,2023,25064.0
13499,DFY.TO,2024,18795.0
13504,WOLF.N,2020,1226573.0
13505,WOLF.N,2021,2454354.0
13506,WOLF.N,2022,1604545.0
13507,WOLF.N,2023,1261447.0
13514,BMED.MI,2021,39.28
13515,BMED.MI,2022,23.29
13516,BMED.MI,2023,26.47
13522,8242.T,2020,2132905.0
13523,8242.T,2021,1943590.0
13524,8242.T,2022,1981866.0
13525,8242.T,2023,2633000.0
13526,8242.T,2024,2822000.0
13532,SAGAa.ST,2021,0.0
13535,SAGAa.ST,2024,1368.0
13541,IQE.L,2021,1157.0
13542,IQE.L,2022,1012.0
13543,IQE.L,2023,811.0
13544,IQE.L,2024,852.0
13549,ERICb.ST,2020,2272000.0
13550,ERICb.ST,2021,2313000.0
13551,ERICb.ST,2022,2199900.0
13552,ERICb.ST,2023,1751600.0
13553,ERICb.ST,2024,1220000.0
13559,GETIb.ST,2021,163616.0
13560,GETIb.ST,2022,162224.0
13561,GETIb.ST,2023,160287.0
13562,GETIb.ST,2024,166387.0
13566,BERY.N,2019,7539027.0
13567,BERY.N,2020,7946545.0
13568,BERY.N,2021,6745241.0
13569,BERY.N,2022,6333350.0
13570,BERY.N,2023,5586825.0
13576,GURN.S,2020,689826.0
13577,GURN.S,2021,704775.0
13578,GURN.S,2022,529727.0
13579,GURN.S,2023,415823.0
13580,GURN.S,2024,416548.0
13593,GPSC.BK,2019,0.0
13594,GPSC.BK,2020,0.0
13595,GPSC.BK,2021,0.0
13596,GPSC.BK,2022,0.0
13597,GPSC.BK,2023,0.0
13605,KETL.L,2022,19715.0
13606,KETL.L,2023,23133.0
13607,KETL.L,2024,25659.0
13615,NCKL.JK,2023,1340722.0
13622,GPEG.L,2021,2070.0
13623,GPEG.L,2022,5514.0
13624,GPEG.L,2023,7056.0
13625,GPEG.L,2024,7674.0
13631,2768.T,2021,21184.181
13632,2768.T,2022,21000875.0
13633,2768.T,2023,1293426.0
13634,2768.T,2024,697388.0
13637,HPQ.N,2018,18600000.0
13638,HPQ.N,2019,18300000.0
13639,HPQ.N,2020,17086000.0
13640,HPQ.N,2021,15068000.0
13641,HPQ.N,2022,12997000.0
13642,HPQ.N,2023,11694000.0
13649,HALKB.IS,2021,1709.0
13650,HALKB.IS,2022,2194.0
13651,HALKB.IS,2023,1700.54
13652,HALKB.IS,2024,427.51
13654,HBAN.OQ,2017,269.0
13655,HBAN.OQ,2018,2204.0
13656,HBAN.OQ,2019,3210.0
13657,HBAN.OQ,2020,68195.0
13658,HBAN.OQ,2021,75171.0
13659,HBAN.OQ,2022,213169.0
13660,HBAN.OQ,2023,201070.0
13661,HBAN.OQ,2024,109475.0
13665,KEY.N,2019,3213.0
13666,KEY.N,2020,3258.0
13667,KEY.N,2021,13916.0
13668,KEY.N,2022,11035.0
13669,KEY.N,2023,3381.0
13670,KEY.N,2024,2509.0
13675,VCTP.PA,2020,1200000.0
13676,VCTP.PA,2021,1800000.0
13677,VCTP.PA,2022,1700000.0
13678,VCTP.PA,2023,1500000.0
13679,VCTP.PA,2024,1500000.0
13685,2834.TW,2021,511.4445
13686,2834.TW,2022,564.8967
13687,2834.TW,2023,683.5073
13688,2834.TW,2024,600.3718
13694,GL.N,2021,22457.0
13695,GL.N,2022,22122.0
13696,GL.N,2023,19019.0
13697,GL.N,2024,17985.0
13701,MGLU3.SA,2019,1994.22
13702,MGLU3.SA,2020,2121.36
13703,MGLU3.SA,2021,7887.15
13704,MGLU3.SA,2022,6366.53
13705,MGLU3.SA,2023,5162.39
13706,MGLU3.SA,2024,7029.0
13714,1333.T,2023,4147425.0
13715,1333.T,2024,4076851.0
13723,CI.N,2023,6847062.0
13724,CI.N,2024,6762857.0
13729,BNRGn.DE,2020,22021336.0
13730,BNRGn.DE,2021,23573360.0
13731,BNRGn.DE,2022,21284553.0
13732,BNRGn.DE,2023,27193880.0
13733,BNRGn.DE,2024,25796193.0
13740,1038.HK,2022,267881.0
13741,1038.HK,2023,414347.0
13742,1038.HK,2024,476334.0
13748,006360.KS,2021,1409714.0
13749,006360.KS,2022,1723383.0
13750,006360.KS,2023,1908154.0
13751,006360.KS,2024,1576928.0
13758,CRI.N,2022,868555.0
13759,CRI.N,2023,665040.0
13760,CRI.N,2024,776110.0
13766,AO.L,2021,260044.0
13768,AO.L,2023,445349.0
13769,AO.L,2024,479733.0
13774,ARCLK.IS,2020,2729955.0
13775,ARCLK.IS,2021,3236185.0
13776,ARCLK.IS,2022,5151064.0
13777,ARCLK.IS,2023,4726308.0
13778,ARCLK.IS,2024,5714946.0
13785,SLCE3.SA,2022,989088.0
13786,SLCE3.SA,2023,1290759.0
13787,SLCE3.SA,2024,1289414.0
13794,ARVN.NS,2022,545077.0
13795,ARVN.NS,2023,311502.0
13796,ARVN.NS,2024,299435.0
13800,CMIG4.SA,2019,63.29
13801,CMIG4.SA,2020,43.45
13802,CMIG4.SA,2021,244.06
13803,CMIG4.SA,2022,385513.0
13804,CMIG4.SA,2023,428030.22
13805,CMIG4.SA,2024,72759.48
13808,5803.T,2018,628274.0
13809,5803.T,2019,566386.0
13810,5803.T,2020,450287.0
13811,5803.T,2021,1417864.0
13812,5803.T,2022,1392576.0
13813,5803.T,2023,1231467.0
13814,5803.T,2024,1213856.0
13822,2181.T,2023,288657.0
13823,2181.T,2024,144987.0
13828,TPH.N,2020,474332.0
13829,TPH.N,2021,643044.0
13830,TPH.N,2022,510369.0
13831,TPH.N,2023,399827.0
13832,TPH.N,2024,390122.0
13838,LNC.N,2021,40.25
13839,LNC.N,2022,66510.0
13840,LNC.N,2023,76083.86
13841,LNC.N,2024,76879.03
13848,ENTRA.OL,2022,31383.0
13849,ENTRA.OL,2023,13533.0
13850,ENTRA.OL,2024,13810.0
13855,4005.T,2020,2276000.0
13856,4005.T,2021,2346000.0
13857,4005.T,2022,2441000.0
13858,4005.T,2023,2261000.0
13859,4005.T,2024,1858000.0
13863,COMM.OQ,2019,1593021.0
13864,COMM.OQ,2020,1316083.0
13865,COMM.OQ,2021,1431828.0
13866,COMM.OQ,2022,1366919.0
13867,COMM.OQ,2023,865049.0
13868,COMM.OQ,2024,495096.0
13873,ABNB.OQ,2020,200942.0
13874,ABNB.OQ,2021,248816.0
13875,ABNB.OQ,2022,314998.0
13876,ABNB.OQ,2023,364566.0
13877,ABNB.OQ,2024,353259.0
13883,2609.TW,2021,95316.5363
13884,2609.TW,2022,591848.4237
13885,2609.TW,2023,1473243.6116
13886,2609.TW,2024,1186550.6676
13893,375500.KS,2022,2801507.0
13894,375500.KS,2023,3519867.0
13895,375500.KS,2024,2719133.0
13899,017670.KS,2019,2875881.0
13900,017670.KS,2020,2645868.0
13901,017670.KS,2021,2543897.0
13902,017670.KS,2022,1925932.0
13903,017670.KS,2023,1870658.0
13904,017670.KS,2024,1992087.0
13910,ES.N,2021,2171519.0
13911,ES.N,2022,945147.0
13912,ES.N,2023,993030.0
13913,ES.N,2024,506852.0
13919,5388.TW,2021,166735.01
13920,5388.TW,2022,152283.99
13921,5388.TW,2023,818347.66
13922,5388.TW,2024,330625.19
13928,047040.KS,2021,1025877.0
13929,047040.KS,2022,1588274.0
13930,047040.KS,2023,1732759.0
13931,047040.KS,2024,1210320.0
13939,MLXS.BR,2023,376235.0
13940,MLXS.BR,2024,308777.0
13945,AIZ.N,2020,297925.0
13946,AIZ.N,2021,228495.0
13947,AIZ.N,2022,289882.0
13948,AIZ.N,2023,307585.0
13949,AIZ.N,2024,201001.0
13953,QSR.N,2019,24248448.0
13954,QSR.N,2020,21009836.0
13956,QSR.N,2022,25174572.0
13957,QSR.N,2023,23320345.0
13958,QSR.N,2024,23633978.0
13962,LDOF.MI,2019,127000.0
13963,LDOF.MI,2020,103304.0
13964,LDOF.MI,2021,90847.0
13965,LDOF.MI,2022,109803.0
13966,LDOF.MI,2023,2263633.0
13967,LDOF.MI,2024,2608667.0
13975,ADEL.NS,2023,1073572.08
13976,ADEL.NS,2024,2553571.0
13980,SBKJ.J,2019,698.0
13981,SBKJ.J,2020,395.0
13982,SBKJ.J,2021,397.0
13983,SBKJ.J,2022,391.0
13984,SBKJ.J,2023,824.0
13985,SBKJ.J,2024,462.0
13993,STGT.BK,2023,259565.0
13994,STGT.BK,2024,241801.0
13998,MOVI3.SA,2019,3390.49
13999,MOVI3.SA,2020,2555.6
14000,MOVI3.SA,2021,4130.62
14001,MOVI3.SA,2022,153540.1
14002,MOVI3.SA,2023,224095.49
14009,JBSS3.SA,2021,145754605.0
14010,JBSS3.SA,2022,159582433.0
14011,JBSS3.SA,2023,134773305.0
14016,GILD.OQ,2019,608432.0
14017,GILD.OQ,2020,834264.0
14018,GILD.OQ,2021,785443.0
14019,GILD.OQ,2022,858104.0
14020,GILD.OQ,2023,828191.0
14021,GILD.OQ,2024,731443.0
14026,QNBTR.IS,2020,46.0
14027,QNBTR.IS,2021,1503.0
14028,QNBTR.IS,2022,327.67
14029,QNBTR.IS,2023,457.4
14037,VQTG.H,2022,19674.61
14045,PTON.OQ,2021,1570000.0
14046,PTON.OQ,2022,1399430.0
14047,PTON.OQ,2023,515689.0
14048,PTON.OQ,2024,448119.0
14053,ILTY.MI,2020,2.0
14054,ILTY.MI,2021,5.4
14055,ILTY.MI,2022,2925.7
14056,ILTY.MI,2023,4550.0
14061,DECK.N,2019,748566.0
14062,DECK.N,2020,785789.0
14063,DECK.N,2021,923031.0
14064,DECK.N,2022,1157267.0
14065,DECK.N,2023,779863.0
14066,DECK.N,2024,895918.0
14074,BWA.N,2023,11100000.0
14075,BWA.N,2024,10530882.0
14081,HEXAb.ST,2021,146.0
14082,HEXAb.ST,2022,170401.0
14083,HEXAb.ST,2023,177634.8
14084,HEXAb.ST,2024,177716.6
14088,6506.T,2019,517080.0
14089,6506.T,2020,463910.0
14090,6506.T,2021,1183564.0
14091,6506.T,2022,1654881.0
14092,6506.T,2023,2099359.0
14093,6506.T,2024,1998857.0
14098,AFL.N,2020,295787.0
14099,AFL.N,2021,192678.0
14100,AFL.N,2022,200815.0
14101,AFL.N,2023,170565.0
14102,AFL.N,2024,170963.0
14108,4118.T,2021,1742600.0
14109,4118.T,2022,2044400.0
14110,4118.T,2023,1707600.0
14111,4118.T,2024,1817000.0
14115,DSYJ.J,2019,264.0
14116,DSYJ.J,2020,201.0
14117,DSYJ.J,2021,142.0
14118,DSYJ.J,2022,149.0
14119,DSYJ.J,2023,137.0
14120,DSYJ.J,2024,244.0
14128,GL9.I,2023,11063202.0
14134,BILL.ST,2020,256000.0
14135,BILL.ST,2021,274000.0
14136,BILL.ST,2022,1314000.0
14137,BILL.ST,2023,1090000.0
14138,BILL.ST,2024,1124000.0
14150,ADEN.S,2018,601.27
14154,ADEN.S,2022,509.21
14155,ADEN.S,2023,19528.0
14156,ADEN.S,2024,7883.0
14162,UMG.AS,2021,289585.0
14163,UMG.AS,2022,290622.0
14164,UMG.AS,2023,287537.0
14165,UMG.AS,2024,327454.0
14169,LUMN.N,2019,735414.64
14170,LUMN.N,2020,495017.58
14171,LUMN.N,2021,477653.0
14172,LUMN.N,2022,449743.41
14173,LUMN.N,2023,569141.49
14174,LUMN.N,2024,544212.636
14181,ELI.BR,2022,1734640.49
14182,ELI.BR,2023,1946926.23
14183,ELI.BR,2024,454400.0
14189,ROG.S,2021,6795889.0
14190,ROG.S,2022,4866106.0
14191,ROG.S,2023,4525396.0
14192,ROG.S,2024,3900865.0
14195,SRENH.S,2018,351.0
14197,SRENH.S,2020,189.0
14198,SRENH.S,2021,125.0
14199,SRENH.S,2022,110080.0
14200,SRENH.S,2023,120089.0
14201,SRENH.S,2024,120068.0
14206,ORCL.N,2020,1139792.0
14207,ORCL.N,2021,1376113.0
14208,ORCL.N,2022,440971.0
14209,ORCL.N,2023,664699.0
14210,ORCL.N,2024,575348.0
14218,DSCT.TA,2023,397.28
14226,CRUS.OQ,2022,223407.0
14227,CRUS.OQ,2023,261047.0
14228,CRUS.OQ,2024,206882.0
14234,ANTIN.PA,2021,4026.75
14235,ANTIN.PA,2022,5429.27
14236,ANTIN.PA,2023,3046.16
14237,ANTIN.PA,2024,2833.05
14244,KEPL.SI,2022,784100.0
14245,KEPL.SI,2023,773000.0
14246,KEPL.SI,2024,694000.0
14250,8804.T,2019,190020.0
14251,8804.T,2020,143949.0
14252,8804.T,2021,99701.0
14253,8804.T,2022,238344.0
14254,8804.T,2023,219112.0
14260,ERII.OQ,2020,4604.0
14261,ERII.OQ,2021,5376.0
14262,ERII.OQ,2022,4317.0
14263,ERII.OQ,2023,2264.0
14271,APH.N,2022,5468886.0
14272,APH.N,2023,2875711.0
14273,APH.N,2024,3861062.0
14277,HUSQb.ST,2019,246842.0
14278,HUSQb.ST,2020,218044.0
14279,HUSQb.ST,2021,197948.0
14280,HUSQb.ST,2022,165224.0
14281,HUSQb.ST,2023,134309.0
14282,HUSQb.ST,2024,116108.0
14290,FE.N,2023,1351879.0
14291,FE.N,2024,2280908.0
14298,APGN.S,2022,464.0
14299,APGN.S,2023,1216.0
14304,GF.S,2019,1033000.0
14305,GF.S,2020,884000.0
14306,GF.S,2021,1214000.0
14307,GF.S,2022,1034000.0
14308,GF.S,2023,918000.0
14309,GF.S,2024,956000.0
14315,PZC.L,2021,497905.0
14317,PZC.L,2023,594048.0
14318,PZC.L,2024,504712.0
14322,6954.T,2019,684585.69
14323,6954.T,2020,482905.55
14324,6954.T,2021,1245114.49
14325,6954.T,2022,1874562.85
14326,6954.T,2023,2221918.0
14327,6954.T,2024,1525973.0
14332,NBGr.AT,2020,39126.0
14333,NBGr.AT,2021,45324.0
14334,NBGr.AT,2022,38231.0
14335,NBGr.AT,2023,45373.0
14336,NBGr.AT,2024,35965.0
14343,7911.T,2022,3574000.0
14344,7911.T,2023,3394000.0
14345,7911.T,2024,3153000.0
14351,ECO.CN,2021,7703577.0
14352,ECO.CN,2022,8667008.0
14353,ECO.CN,2023,7878693.0
14354,ECO.CN,2024,7984322.0
14360,IPAR.PA,2021,166934.0
14361,IPAR.PA,2022,144320.0
14362,IPAR.PA,2023,227508.0
14363,IPAR.PA,2024,196512.0
14367,1913.HK,2019,299423.0
14369,1913.HK,2021,206399.0
14370,1913.HK,2022,213355.0
14371,1913.HK,2023,195436.0
14372,1913.HK,2024,144282.0
14377,6762.T,2020,6255214.0
14378,6762.T,2021,6501648.0
14379,6762.T,2022,8740800.0
14380,6762.T,2023,9607890.0
14381,6762.T,2024,8527986.0
14386,TITC.BR,2020,502277.0
14387,TITC.BR,2021,385900.0
14388,TITC.BR,2022,385400.0
14389,TITC.BR,2023,414813.0
14390,TITC.BR,2024,543655.0
14396,PYPL.OQ,2021,446000.0
14397,PYPL.OQ,2022,448000.0
14398,PYPL.OQ,2023,431000.0
14399,PYPL.OQ,2024,514000.0
14406,5451.T,2022,1794800.0
14407,5451.T,2023,1578600.0
14408,5451.T,2024,1308700.0
14416,8919.T,2023,132392.0
14417,8919.T,2024,109099.0
14426,PERS.NS,2024,5153.63
14433,TBI.N,2022,7986.0
14434,TBI.N,2023,7246.0
14435,TBI.N,2024,6222.0
14441,COL.MC,2021,15952.0
14442,COL.MC,2022,16116.0
14443,COL.MC,2023,11458.0
14444,COL.MC,2024,11938.0
14448,7762.T,2019,572601.0
14449,7762.T,2020,407620.0
14450,7762.T,2021,284604.0
14451,7762.T,2022,435252.0
14452,7762.T,2023,933503.0
14453,7762.T,2024,632636.0
14458,TC1n.H,2020,13843.0
14459,TC1n.H,2021,19626.0
14460,TC1n.H,2022,11164.0
14461,TC1n.H,2023,10718.0
14462,TC1n.H,2024,702.0
14469,003670.KS,2022,3434090.4
14470,003670.KS,2023,664089.0
14471,003670.KS,2024,892124.4
14477,SN.L,2021,1306147.0
14478,SN.L,2022,1155549.0
14479,SN.L,2023,1061331.0
14480,SN.L,2024,490310.0
14487,U.N,2022,55222.0
14488,U.N,2023,57763.0
14489,U.N,2024,50673.0
14490,RXL.PA,2016,9175266.0
14494,RXL.PA,2020,1160000.0
14495,RXL.PA,2021,1360000.0
14496,RXL.PA,2022,1504274.0
14497,RXL.PA,2023,11714776.0
14498,RXL.PA,2024,11341511.0
14503,KARSN.IS,2020,0.0
14504,KARSN.IS,2021,25.13
14505,KARSN.IS,2022,25.13
14506,KARSN.IS,2023,2876.0
14507,KARSN.IS,2024,142.0
14512,SABE.MC,2020,1605.0
14513,SABE.MC,2021,1199.0
14514,SABE.MC,2022,1006.0
14515,SABE.MC,2023,1028.0
14516,SABE.MC,2024,1352.0
14520,SIGNC.S,2019,995727.0
14521,SIGNC.S,2020,1262398.0
14522,SIGNC.S,2021,1310278.0
14523,SIGNC.S,2022,1304437.0
14524,SIGNC.S,2023,1248964.0
14525,SIGNC.S,2024,1368365.0
14529,STEMS.L,2019,17454.0
14530,STEMS.L,2020,21230.0
14531,STEMS.L,2021,20604.0
14532,STEMS.L,2022,24533.0
14533,STEMS.L,2023,16461.0
14534,STEMS.L,2024,9300.0
14536,POW.TO,2017,6349.0
14537,POW.TO,2018,5362.0
14538,POW.TO,2019,2538.5
14539,POW.TO,2020,3160.84
14540,POW.TO,2021,200000.0
14541,POW.TO,2022,200000.0
14542,POW.TO,2023,148931.67
14543,POW.TO,2024,153067.0
14549,WHA.BK,2021,96921.0
14550,WHA.BK,2022,16899.0
14551,WHA.BK,2023,16596.0
14552,WHA.BK,2024,31749.0
14555,9533.T,2018,277099.0
14556,9533.T,2019,265839.0
14557,9533.T,2020,281283.0
14558,9533.T,2021,266910.0
14559,9533.T,2022,281525.0
14560,9533.T,2023,273355.0
14561,9533.T,2024,259354.0
14568,000270.KS,2022,13736300.0
14569,000270.KS,2023,17176300.0
14570,000270.KS,2024,18437900.0
14575,TXT.N,2020,570000.0
14576,TXT.N,2021,540000.0
14577,TXT.N,2022,485000.0
14578,TXT.N,2023,533487.0
14579,TXT.N,2024,420017.0
14587,8936.TWO,2023,2510.5009
14588,8936.TWO,2024,0.0
14596,DWL.L,2023,1025380.0
14597,DWL.L,2024,2506955.0
14599,ANA.MC,2017,947033.0
14600,ANA.MC,2018,764918.0
14601,ANA.MC,2019,948031.0
14602,ANA.MC,2020,993471.0
14603,ANA.MC,2021,945462.0
14604,ANA.MC,2022,1005761.0
14605,ANA.MC,2023,1627960.0
14606,ANA.MC,2024,1217195.0
14610,7956.T,2019,12700.0
14611,7956.T,2020,14600.0
14612,7956.T,2021,196107.0
14613,7956.T,2022,151000.0
14614,7956.T,2023,157673.0
14623,GOFORE.HE,2023,93.6
14624,GOFORE.HE,2024,1940.05
14630,601939.SS,2021,28909.47
14631,601939.SS,2022,22878.53
14632,601939.SS,2023,17602.43
14633,601939.SS,2024,19415.9
14638,VZUG.S,2020,94644.0
14639,VZUG.S,2021,92153.0
14640,VZUG.S,2022,82234.0
14641,VZUG.S,2023,66914.0
14642,VZUG.S,2024,67534.0
14647,RIO.AX,2020,19300000.0
14648,RIO.AX,2021,19500000.0
14649,RIO.AX,2022,16700000.0
14650,RIO.AX,2023,15200000.0
14651,RIO.AX,2024,14800000.0
14659,SN.N,2023,2615573.0
14660,SN.N,2024,3726040.0
14664,MO.N,2019,1297850.0
14665,MO.N,2020,1680841.0
14666,MO.N,2021,1722791.0
14667,MO.N,2022,848696.0
14668,MO.N,2023,844259.0
14669,MO.N,2024,869213.0
14676,SNL.MI,2022,33528.48
14677,SNL.MI,2023,41087.68
14682,WK.N,2019,316.0
14683,WK.N,2020,316.0
14684,WK.N,2021,312.0
14685,WK.N,2022,6728.0
14686,WK.N,2023,8010.0
14687,WK.N,2024,9108.0
14695,7010.SE,2023,445614.0
14696,7010.SE,2024,324822.0
14702,EXHO.PA,2021,5327977.0
14703,EXHO.PA,2022,6852219.0
14704,EXHO.PA,2023,7311000.0
14705,EXHO.PA,2024,7341012.0
14709,8795.T,2019,239.0
14710,8795.T,2020,237.0
14711,8795.T,2021,184.0
14712,8795.T,2022,177.0
14713,8795.T,2023,183.0
14714,8795.T,2024,159.0
14722,ALSO.PA,2023,6544457.69
14723,ALSO.PA,2024,7247222.0
14728,VITL.OQ,2020,33175.0
14729,VITL.OQ,2021,110155.0
14730,VITL.OQ,2022,138877.0
14731,VITL.OQ,2023,214822.0
14732,VITL.OQ,2024,566757.0
14738,TFW.L,2021,35448.0
14739,TFW.L,2022,35404.0
14740,TFW.L,2023,38109.0
14741,TFW.L,2024,24324.0
14748,0700.HK,2022,1458.75625
14749,0700.HK,2023,1478.5838
14750,0700.HK,2024,15049.34746
14755,9531.T,2020,6536000.0
14756,9531.T,2021,6225000.0
14757,9531.T,2022,6229000.0
14758,9531.T,2023,15967000.0
14759,9531.T,2024,4688000.0
14766,THL.NZ,2022,1172.237
14767,THL.NZ,2023,1800.305
14768,THL.NZ,2024,56305.0
14773,PIRC.MI,2020,2077100.0
14774,PIRC.MI,2021,2500700.0
14775,PIRC.MI,2022,2422700.0
14776,PIRC.MI,2023,2369478.0
14777,PIRC.MI,2024,2347655.0
14783,TLSG.LJ,2021,10.0
14784,TLSG.LJ,2022,225.0
14785,TLSG.LJ,2023,182.0
14786,TLSG.LJ,2024,17637.0
14794,OTEX.TO,2023,9648.0
14795,OTEX.TO,2024,10768.0
14802,K.TO,2022,1273641.0
14803,K.TO,2023,896786.0
14804,K.TO,2024,844890.0
14809,8630.T,2020,15198.0
14810,8630.T,2021,12975.0
14811,8630.T,2022,22806.0
14812,8630.T,2023,23621.0
14813,8630.T,2024,22168.0
14820,APX.AX,2022,9546.0
14821,APX.AX,2023,9974.0
14822,APX.AX,2024,9511.0
14828,2357.TW,2021,3379555.64
14829,2357.TW,2022,2915901.21
14830,2357.TW,2023,2817596.76
14831,2357.TW,2024,3397634.84
14839,W.N,2023,4047437.0
14840,W.N,2024,3213557.0
14844,UPWK.OQ,2019,91.1
14845,UPWK.OQ,2020,386.0
14846,UPWK.OQ,2021,229.1
14847,UPWK.OQ,2022,6621.9
14848,UPWK.OQ,2023,12797.05
14849,UPWK.OQ,2024,8800.0
14854,FIVEDR.MM,2020,22257018.0
14855,FIVEDR.MM,2021,22022287.0
14856,FIVEDR.MM,2022,23475130.0
14857,FIVEDR.MM,2023,24904189.0
14862,BHP.AX,2019,8700000.0
14863,BHP.AX,2020,9800000.0
14864,BHP.AX,2021,9300000.0
14865,BHP.AX,2022,8800000.0
14866,BHP.AX,2023,9400000.0
14867,BHP.AX,2024,11700000.0
14872,DXC.N,2020,1114832.0
14873,DXC.N,2021,962440.0
14874,DXC.N,2022,904008.0
14875,DXC.N,2023,487920.0
14876,DXC.N,2024,594010.0
14883,SLAB.OQ,2022,92499.0
14884,SLAB.OQ,2023,120261.0
14885,SLAB.OQ,2024,45825.0
14891,2282.T,2021,8894219.0
14892,2282.T,2022,8762754.0
14893,2282.T,2023,8598642.0
14894,2282.T,2024,8953000.0
14901,OCA.NZ,2022,5544.0
14902,OCA.NZ,2023,5789.0
14903,OCA.NZ,2024,6779.0
14908,ATYM.L,2020,195597.14
14909,ATYM.L,2021,157181.75
14910,ATYM.L,2022,163701.61
14911,ATYM.L,2023,142021.54
14912,ATYM.L,2024,243604.06
14920,WAF.AX,2023,51385.0
14921,WAF.AX,2024,48185.0
14928,KASA.SI,2022,5894.0
14929,KASA.SI,2023,4631.0
14930,KASA.SI,2024,5028.0
14937,BALDb.ST,2022,2298.0
14938,BALDb.ST,2023,2499.0
14939,BALDb.ST,2024,2618.0
14945,KGX.DE,2021,3899000.0
14946,KGX.DE,2022,2888000.0
14947,KGX.DE,2023,2763000.0
14948,KGX.DE,2024,2824664.0
14951,3711.TW,2018,315814.0
14952,3711.TW,2019,281135.0
14953,3711.TW,2020,14542373.0
14954,3711.TW,2021,13608691.0
14955,3711.TW,2022,9156134.0
14956,3711.TW,2023,7531806.0
14957,3711.TW,2024,14999675.0
14963,TU.BK,2021,3020096.0
14964,TU.BK,2022,2455661.0
14965,TU.BK,2023,3072215.0
14966,TU.BK,2024,2176696.0
14970,SOLJ.J,2019,5732504.0
14971,SOLJ.J,2020,5732504.0
14972,SOLJ.J,2021,5432140.0
